variable,mean,median,10%,90%,feature,type,player_id,player_name,last_name,first_name,handed,birth_date,position_group,primary_position
beta[1238],-0.41160762953927144,-0.42277101009186663,-1.848032864155543,1.0345255150744976,425891d3-f7cd-c14c-6c9e-25c8e218baed_PK,PK,425891d3-f7cd-c14c-6c9e-25c8e218baed,"Helleson, Drew",Helleson,Drew,R,2001-03-26,D,D
beta[1239],1.5832475643230832,1.57484976104263,0.08039901264647421,3.1147842347152612,08c60c80-c4d5-92b9-4f37-459db0d51fe9_PK,PK,08c60c80-c4d5-92b9-4f37-459db0d51fe9,"Caulfield, Judd",Caulfield,Judd,R,2001-03-19,F,RW
beta[1240],-0.35098488547179707,-0.3662857861618629,-1.8416327674196287,1.1471255758851067,cb28bb02-f73f-42c5-9e45-d1b51de84254_PK,PK,cb28bb02-f73f-42c5-9e45-d1b51de84254,"Lopina, Josh",Lopina,Josh,R,2001-02-16,F,C
beta[1241],0.2765040237252391,0.2754090844576332,-1.2202306120940432,1.7663669997449973,6478e1ee-af93-5c31-b87a-97218a8236b2_PK,PK,6478e1ee-af93-5c31-b87a-97218a8236b2,"Wolff, Nick",Wolff,Nick,L,1996-07-21,D,D
beta[1242],1.3224288456119968,1.3254726577711553,-0.11145131909173345,2.756303312653545,65c9be45-0771-6bcb-0263-5b74fc8423af_PP,PP,65c9be45-0771-6bcb-0263-5b74fc8423af,"Carrick, Trevor",Carrick,Trevor,L,1994-07-04,D,D
beta[1243],-0.2560669148358761,-0.2554098234634311,-2.0581732211080195,1.5567817992114683,ff9b6097-e007-85c3-f8fb-f86935bcb875_PK,PK,ff9b6097-e007-85c3-f8fb-f86935bcb875,"Pettersen, Mathias Emilio",Pettersen,Mathias Emilio,L,2000-04-03,F,LW
beta[1244],-0.9224207124256986,-0.9230882059591448,-2.6289734658430617,0.7956538149579876,08c60c80-c4d5-92b9-4f37-459db0d51fe9_PP,PP,08c60c80-c4d5-92b9-4f37-459db0d51fe9,"Caulfield, Judd",Caulfield,Judd,R,2001-03-19,F,RW
beta[1245],-0.2879949387782707,-0.2847938139920937,-1.9755326898344907,1.3657834136539666,c8f5ce37-256b-6dba-d068-eccc978959b9_PP,PP,c8f5ce37-256b-6dba-d068-eccc978959b9,"White, Colton",White,Colton,L,1997-05-03,D,D
beta[1246],0.3309744907506171,0.3199176412293407,-1.3430761172246144,1.9723366011160062,5d3ec04f-99d1-f8e7-920a-64e25e9453a6_PK,PK,5d3ec04f-99d1-f8e7-920a-64e25e9453a6,"Lyle, Brady",Lyle,Brady,R,1999-06-06,D,D
beta[1247],0.07815327091343961,0.0740758531540752,-1.7269320650706121,1.8599074186499132,3ab76805-5e56-a960-0295-c331ce09ab46_PK,PK,3ab76805-5e56-a960-0295-c331ce09ab46,"Duarte, Mark",Duarte,Mark,R,2002-09-27,F,RW
beta[1248],0.08286324209075381,0.091961429992856,-1.3991276505709016,1.5592242434609604,c2ac142e-72a6-58c2-9f0a-acc2ae622a90_PK,PK,c2ac142e-72a6-58c2-9f0a-acc2ae622a90,"Agozzino, Andrew",Agozzino,Andrew,L,1991-01-03,F,C
beta[1249],-0.014530060176265399,-0.020700681407711148,-1.794709222089016,1.7384823669734992,67c9940a-3733-2962-f9b4-f523a2d1df8f_PP,PP,67c9940a-3733-2962-f9b4-f523a2d1df8f,"Ciona, Lucas",Ciona,Lucas,L,2003-01-08,F,LW
beta[1250],0.21495512426723967,0.22351816762350263,-1.3352903132719485,1.7613433465748365,5f6e7132-7315-97d1-1833-90ef2671c403_PK,PK,5f6e7132-7315-97d1-1833-90ef2671c403,"Regenda, Pavol",Regenda,Pavol,L,1999-12-07,F,LW
beta[1251],-0.6025165711122411,-0.6043363168331424,-2.048707181840408,0.871495486114585,f3bbce09-c265-0be1-5e2e-71431ffa9edc_PK,PK,f3bbce09-c265-0be1-5e2e-71431ffa9edc,"Gaucher, Nathan",Gaucher,Nathan,R,2003-11-06,F,C
beta[1252],1.8443491894460742,1.8408869403248702,0.27440421080259414,3.417422326523903,0b492043-a673-5f26-f48d-67e49a4cafcf_PP,PP,0b492043-a673-5f26-f48d-67e49a4cafcf,"Murphy, Connor",Murphy,Connor,L,1998-09-01,G,G
beta[1253],0.06690260735934705,0.05686149438394135,-1.8277413224094246,1.9840021985789615,506ed90c-046c-1355-5f4b-198a95c3b689_PK,PK,506ed90c-046c-1355-5f4b-198a95c3b689,"Howe, Travis",Howe,Travis,R,1994-02-10,F,RW
beta[1254],0.051779831477298505,0.06941476328710351,-1.8430880620352104,1.9288225918121207,2dbd1b27-fe28-9015-7542-92463860eb84_PP,PP,2dbd1b27-fe28-9015-7542-92463860eb84,"Hinds, Tyson",Hinds,Tyson,L,2003-03-12,D,D
beta[1255],0.837013821548407,0.8077843572927239,-0.980147353008026,2.704288315772168,0fa13fd5-ec65-dc47-fa79-66e4a160144f_PK,PK,0fa13fd5-ec65-dc47-fa79-66e4a160144f,"Stromgren, William",Stromgren,William,L,2003-06-07,F,LW
beta[1256],0.807166615061759,0.8078507977850251,-0.9277741490409769,2.5279570872642587,001f8fd1-bc74-2cc8-3e59-09a02532c938_PK,PK,001f8fd1-bc74-2cc8-3e59-09a02532c938,"Nesterenko, Nikita",Nesterenko,Nikita,L,2001-09-10,F,C
beta[1257],-1.0864743447749354,-1.085609058821674,-2.49552659414214,0.333715264386291,2dbd1b27-fe28-9015-7542-92463860eb84_PK,PK,2dbd1b27-fe28-9015-7542-92463860eb84,"Hinds, Tyson",Hinds,Tyson,L,2003-03-12,D,D
beta[1258],-0.028817300808823932,-0.016499520860372093,-1.9509274063411883,1.8962038707745927,c8024fec-51b4-5225-e66f-bd6ebed34b9b_PP,PP,c8024fec-51b4-5225-e66f-bd6ebed34b9b,"Wiebe, Jaxsen",Wiebe,Jaxsen,R,2002-05-16,F,RW
beta[1259],-0.6552264541599504,-0.6430436505690127,-2.5733407379916677,1.2531607244498824,67c9940a-3733-2962-f9b4-f523a2d1df8f_PK,PK,67c9940a-3733-2962-f9b4-f523a2d1df8f,"Ciona, Lucas",Ciona,Lucas,L,2003-01-08,F,LW
beta[1260],-0.6573675500385123,-0.654281950334016,-2.3928117381378566,1.0813382172487518,f3bbce09-c265-0be1-5e2e-71431ffa9edc_PP,PP,f3bbce09-c265-0be1-5e2e-71431ffa9edc,"Gaucher, Nathan",Gaucher,Nathan,R,2003-11-06,F,C
beta[1261],0.03255825642875584,0.03564727827491672,-1.873843089130577,1.9186146647370663,3ab76805-5e56-a960-0295-c331ce09ab46_PP,PP,3ab76805-5e56-a960-0295-c331ce09ab46,"Duarte, Mark",Duarte,Mark,R,2002-09-27,F,RW
beta[1262],-0.4467016003953514,-0.44467964024845774,-2.309258573603288,1.3989810879385873,d29ba519-c5d9-1220-eda7-e0ec41379e99_PP,PP,d29ba519-c5d9-1220-eda7-e0ec41379e99,"Nikolayev, Ilya",Nikolayev,Ilya,L,2001-06-26,F,F
beta[1263],-0.46224189317883063,-0.4628237110167301,-2.3500735774268735,1.4376472348835323,ceba5090-f6e0-e944-7ceb-e629c8348684_PK,PK,ceba5090-f6e0-e944-7ceb-e629c8348684,"McLain, Mitch",McLain,Mitch,L,1993-12-09,F,F
beta[1264],-0.08225301611990578,-0.07596456921129935,-1.9555260621683062,1.7702330593385862,6478e1ee-af93-5c31-b87a-97218a8236b2_PP,PP,6478e1ee-af93-5c31-b87a-97218a8236b2,"Wolff, Nick",Wolff,Nick,L,1996-07-21,D,D
beta[1265],-0.5043729146177585,-0.4983786306632143,-2.209944111740147,1.2169966123131042,6082f959-421e-173b-b5e4-e1ffd5fc7d18_PK,PK,6082f959-421e-173b-b5e4-e1ffd5fc7d18,"Pelletier, Jakob",Pelletier,Jakob,L,2001-03-07,F,LW
beta[1266],-0.04875014815728708,-0.03213379841530681,-1.716706594765724,1.5892903188628076,2e33542c-6735-7a9d-beb1-3911e384f921_PP,PP,2e33542c-6735-7a9d-beb1-3911e384f921,"McDonough, Aidan",McDonough,Aidan,L,1999-11-06,F,LW
beta[1267],-0.04304319952392167,-0.04308766451237267,-1.957122570324765,1.8383905052929537,695f117e-849a-d6fb-56be-a783203f4822_PP,PP,695f117e-849a-d6fb-56be-a783203f4822,"Pettersson, Elias",Pettersson,Elias,L,2004-02-16,D,D
beta[1268],-0.5172052950948071,-0.5102646529166383,-2.1061103039884177,1.0671970159340431,6082f959-421e-173b-b5e4-e1ffd5fc7d18_PP,PP,6082f959-421e-173b-b5e4-e1ffd5fc7d18,"Pelletier, Jakob",Pelletier,Jakob,L,2001-03-07,F,LW
beta[1269],-1.0173742096059575,-1.0256378621670375,-2.697648207310653,0.6721676408288116,787a8432-19e0-0887-53f2-a9f68ba36658_PP,PP,787a8432-19e0-0887-53f2-a9f68ba36658,"Poirier, Jeremie",Poirier,Jeremie,L,2002-06-02,D,D
beta[1270],-0.2950038901506757,-0.28665961852802113,-2.1464607771517694,1.533062287113439,fb552805-85bd-8c07-47c1-c5d02c994def_PP,PP,fb552805-85bd-8c07-47c1-c5d02c994def,"Honzek, Samuel",Honzek,Samuel,L,2004-11-12,F,LW
beta[1271],-0.015675067374879708,-0.03054403643063318,-1.67006812048544,1.67861193069637,0131498e-6f12-f0f1-258e-5342af404745_PP,PP,0131498e-6f12-f0f1-258e-5342af404745,"Morton, Sam",Morton,Sam,L,1999-07-28,F,C
beta[1272],0.8016866943302979,0.7879306916372681,-0.9871080381669955,2.6146116272239146,e936a4e7-0304-42aa-1ad8-269904d96714_PK,PK,e936a4e7-0304-42aa-1ad8-269904d96714,"Karlsson, Linus",Karlsson,Linus,R,1999-11-16,F,C
beta[1273],-0.11717242442633048,-0.12113501812040812,-1.9240594155693824,1.672058797625953,7bb84983-aea1-e050-01cb-3b9caba8dea9_PP,PP,7bb84983-aea1-e050-01cb-3b9caba8dea9,"Cicek, Nick",Cicek,Nick,L,2000-05-29,D,D
beta[1274],0.2238248065219211,0.22713976574905748,-1.5574279024446476,2.0013916299703665,2f46ba90-e46e-6371-ac00-07be713995a2_PK,PK,2f46ba90-e46e-6371-ac00-07be713995a2,"Sasson, Max",Sasson,Max,L,2000-09-05,F,C
beta[1275],0.8741165311465966,0.8823563007112734,-0.6222740320356063,2.3400728987142094,332983fd-d9b9-3b78-fe67-9b985bf20d66_PK,PK,332983fd-d9b9-3b78-fe67-9b985bf20d66,"Olofsson, Gustav",Olofsson,Gustav,L,1994-12-01,D,D
beta[1276],-1.9429993293444285,-1.930136782472898,-3.440177937067545,-0.4737919041366665,ac67f786-2de5-43b4-d0af-ae6afd5f161e_PK,PK,ac67f786-2de5-43b4-d0af-ae6afd5f161e,"Pysyk, Mark",Pysyk,Mark,R,1992-01-11,D,D
beta[1277],-0.3771303447738014,-0.374768461485516,-2.056921871131018,1.3041834265496204,6aaec354-e7a5-0c0d-7584-6746ffd4aabb_PP,PP,6aaec354-e7a5-0c0d-7584-6746ffd4aabb,"Foudy, Liam",Foudy,Liam,L,2000-02-04,F,F
beta[1278],0.07936742723430179,0.08218023167126208,-1.715724199391197,1.8765949375164102,e0dac365-8533-2a57-86d0-8b89b436e72b_PP,PP,e0dac365-8533-2a57-86d0-8b89b436e72b,"Stastney, Spencer",Stastney,Spencer,L,2000-01-04,D,D
beta[1279],0.7880718275266025,0.7940057771298961,-0.8911495654184627,2.484668539409184,6aaec354-e7a5-0c0d-7584-6746ffd4aabb_PK,PK,6aaec354-e7a5-0c0d-7584-6746ffd4aabb,"Foudy, Liam",Foudy,Liam,L,2000-02-04,F,F
beta[1280],0.023922237071404683,0.020994728178203127,-1.840312971852151,1.8866148491403874,d7d794dc-6f3b-8c9c-7614-23859008aea2_PK,PK,d7d794dc-6f3b-8c9c-7614-23859008aea2,"Gross, Jordan",Gross,Jordan,R,1995-05-09,D,D
beta[1281],-0.13196731745721912,-0.1137931285188493,-1.8962283933954485,1.6224690767939098,1fe967f3-4573-d760-8359-eb0d9acc3756_PK,PK,1fe967f3-4573-d760-8359-eb0d9acc3756,"Wall, Kevin",Wall,Kevin,R,2000-02-01,F,RW
beta[1282],0.3031638007520139,0.29785067704120205,-1.3338932637211034,1.9547930161097469,f19d7a36-0fb5-4540-fd72-e725bef3836e_PP,PP,f19d7a36-0fb5-4540-fd72-e725bef3836e,"Papirny, Jordan",Papirny,Jordan,L,1996-04-10,G,G
beta[1283],-0.5555670799307895,-0.5582070120403864,-2.2789882881790007,1.167076411449125,f19d7a36-0fb5-4540-fd72-e725bef3836e_PK,PK,f19d7a36-0fb5-4540-fd72-e725bef3836e,"Papirny, Jordan",Papirny,Jordan,L,1996-04-10,G,G
beta[1284],0.0557612240151212,0.06122490507935526,-1.8147428954885263,1.9248596195815155,393edf9b-c8b4-b93c-4a23-c0b2ed585c9d_PP,PP,393edf9b-c8b4-b93c-4a23-c0b2ed585c9d,"Thompson, Keaton",Thompson,Keaton,L,1995-09-14,D,D
beta[1285],0.023062353304974643,0.024083657572733657,-1.8189710013524925,1.8669213408752856,393edf9b-c8b4-b93c-4a23-c0b2ed585c9d_PK,PK,393edf9b-c8b4-b93c-4a23-c0b2ed585c9d,"Thompson, Keaton",Thompson,Keaton,L,1995-09-14,D,D
beta[1286],-0.08996414576139572,-0.09196677933607444,-1.9743141590106608,1.7965078563634178,bcfc449f-d442-64d4-e387-32dabfcda765_PP,PP,bcfc449f-d442-64d4-e387-32dabfcda765,"DiLiberatore, Peter",DiLiberatore,Peter,L,2000-03-31,D,D
beta[1287],-0.366582044649263,-0.3527772603036688,-2.2053645774172206,1.4775027841896402,03e51f3c-cfff-9ae9-5b2f-cb7e72a786cd_PP,PP,03e51f3c-cfff-9ae9-5b2f-cb7e72a786cd,"Kindopp, Bryce",Kindopp,Bryce,R,1999-06-14,F,RW
beta[1288],0.41206261119313864,0.4128486690412656,-1.3942974419871352,2.2427033964928813,45ee61a0-3386-8b93-6df5-89b02e23b13b_PP,PP,45ee61a0-3386-8b93-6df5-89b02e23b13b,"Nijhoff, Logan",Nijhoff,Logan,L,2001-06-23,F,LW
beta[1289],0.23684505191533012,0.22417398720258258,-1.6314199309285193,2.136840887999884,24e877cf-3574-a5f2-8b07-8dbb117f561d_PP,PP,24e877cf-3574-a5f2-8b07-8dbb117f561d,"Gravel, Kevin",Gravel,Kevin,L,1992-03-06,D,D
beta[1290],-0.14980389082038884,-0.1564500681386387,-1.8790968268488,1.5909040247649746,4f0a5304-b10d-cc26-c5ba-05b618309cc4_PP,PP,4f0a5304-b10d-cc26-c5ba-05b618309cc4,"Trineyev, Bogdan",Trineyev,Bogdan,R,2002-03-04,F,RW
beta[1291],0.34878819021771224,0.34799215797872407,-1.3589108911455403,2.0753750118397845,65f72f0b-1039-c2fa-a091-31ec81167e6d_PK,PK,65f72f0b-1039-c2fa-a091-31ec81167e6d,"Maier, Nolan",Maier,Nolan,L,2001-01-10,G,G
beta[1292],-0.16848082843642356,-0.17291015134897933,-1.5704980812605425,1.2222250541200141,bce6bdea-4c8a-8917-a11b-59ecf9c30b51_PK,PK,bce6bdea-4c8a-8917-a11b-59ecf9c30b51,"Gardner, Rhett",Gardner,Rhett,L,1996-02-28,F,F
beta[1293],-0.35073912203962926,-0.3454027806522049,-1.851788045337602,1.141592834822355,872a2e24-f29e-382f-318f-5516c7bf0e75_PK,PK,872a2e24-f29e-382f-318f-5516c7bf0e75,"Grans, Helge",Grans,Helge,R,2002-05-10,D,D
beta[1294],-0.11925156901992878,-0.12105047112759272,-1.5700495329974848,1.2956336017740968,cd5a8c34-6586-e86b-765b-2dff9f65c51d_PK,PK,cd5a8c34-6586-e86b-765b-2dff9f65c51d,"Andrae, Emil",Andrae,Emil,L,2002-02-23,D,D
beta[1295],-0.3639191563334337,-0.36265715684224303,-1.9671496157428847,1.2113357365230688,178c4dba-943e-4f43-64ea-51402c33f28d_PP,PP,178c4dba-943e-4f43-64ea-51402c33f28d,"Miroshnichenko, Ivan",Miroshnichenko,Ivan,R,2004-02-04,F,LW
beta[1296],-0.08356929572620943,-0.07981903160711001,-1.5382943699296954,1.3946358094638058,a0555634-4279-dde8-209b-5fb7664923b9_PK,PK,a0555634-4279-dde8-209b-5fb7664923b9,"Wilson, Garrett",Wilson,Garrett,L,1991-03-16,F,LW
beta[1297],0.17781298349178662,0.17496221976064572,-1.3980844472062741,1.7338676393836427,5a19d98a-9812-e36d-7c3e-df3822110857_PK,PK,5a19d98a-9812-e36d-7c3e-df3822110857,"Furry, Brendan",Furry,Brendan,L,1998-07-08,F,LW
beta[1298],-0.3588726985519571,-0.34931629026812727,-2.100207249105436,1.3553280817956697,647565e5-1012-bd7f-f56f-3fc756a2ad52_PK,PK,647565e5-1012-bd7f-f56f-3fc756a2ad52,"Millman, Mason",Millman,Mason,L,2001-07-18,D,D
beta[1299],0.10141204921040932,0.10701184327683833,-1.623190523142948,1.8484568250587092,89496936-17db-d59b-7685-79638c1412b6_PK,PK,89496936-17db-d59b-7685-79638c1412b6,"Samson, Ethan",Samson,Ethan,R,2003-08-23,D,D
beta[1300],0.17108597375551982,0.20385744206333012,-1.5995293396045158,1.912744566615921,0e6b8ebb-9a77-586f-1784-a1fbbdac5c71_PK,PK,0e6b8ebb-9a77-586f-1784-a1fbbdac5c71,"Wisdom, Zayde",Wisdom,Zayde,R,2002-07-07,F,C
beta[1301],-0.18009428336218752,-0.19066134971045506,-2.0329026399055063,1.6487914830921766,1b8bd0ac-fac4-d900-2d3e-411db1939181_PP,PP,1b8bd0ac-fac4-d900-2d3e-411db1939181,"Massie, Jake",Massie,Jake,L,1997-01-21,D,D
beta[1302],0.12251656541463682,0.12876509129591684,-1.786721338655381,2.0092995160100613,65f72f0b-1039-c2fa-a091-31ec81167e6d_PP,PP,65f72f0b-1039-c2fa-a091-31ec81167e6d,"Maier, Nolan",Maier,Nolan,L,2001-01-10,G,G
beta[1303],-0.041868920281412654,-0.04342720939684136,-1.8844316550322375,1.8353153980821437,5a19d98a-9812-e36d-7c3e-df3822110857_PP,PP,5a19d98a-9812-e36d-7c3e-df3822110857,"Furry, Brendan",Furry,Brendan,L,1998-07-08,F,LW
beta[1304],-0.11834996737440794,-0.09149518075177387,-1.9815762604284877,1.7409893831741714,fd505638-2f70-f361-176c-a6c89bd97850_PP,PP,fd505638-2f70-f361-176c-a6c89bd97850,"Iorio, Vincent",Iorio,Vincent,R,2002-11-14,D,D
beta[1305],-0.2727830465447331,-0.27165987087950727,-2.131378951095338,1.5906079194274236,fc2945e6-a58c-9d0f-68f1-2fdcd3a205c4_PK,PK,fc2945e6-a58c-9d0f-68f1-2fdcd3a205c4,"Avon, J.R.",Avon,J.R.,L,2003-07-04,F,F
beta[1306],-0.062473708138957036,-0.05660863399157441,-1.9264548455326,1.8099737542106484,3350ec9e-cddb-bd52-0e9e-f6d34c9ea337_PP,PP,3350ec9e-cddb-bd52-0e9e-f6d34c9ea337,"Osipov, Dmitry",Osipov,Dmitry,R,1996-10-04,D,D
beta[1307],0.7725631274000859,0.7532893834005023,-0.656907946544608,2.220636939043338,ac8def35-7690-efa6-0e76-cb51ada82cf5_PP,PP,ac8def35-7690-efa6-0e76-cb51ada82cf5,"Koivula, Otto",Koivula,Otto,L,1998-09-01,F,C
beta[1308],0.9111344663764838,0.9059608137868611,-0.5655177655549881,2.404829840877914,955ac493-b2da-90e2-f2bf-a8fca4fd9ad2_PP,PP,955ac493-b2da-90e2-f2bf-a8fca4fd9ad2,"Appleby, Kenneth",Appleby,Kenneth,L,1995-04-10,G,G
beta[1309],0.4453842908697374,0.4556429661020171,-1.198937964156178,2.104151003013823,81f67e82-04fb-7536-2181-669ac1247363_PP,PP,81f67e82-04fb-7536-2181-669ac1247363,"MacLean, Kyle",MacLean,Kyle,L,1999-04-29,F,C
beta[1310],0.017163725131875987,0.020363481241047393,-1.8405571483660284,1.843714966416138,40a1ae61-e5e0-fe0d-be00-47040f3be4d1_PP,PP,40a1ae61-e5e0-fe0d-be00-47040f3be4d1,"Mitchell, Travis",Mitchell,Travis,L,1999-11-25,D,D
beta[1311],-1.0081013693066674,-1.012085507341793,-2.5147636389143675,0.5123169570727546,955ac493-b2da-90e2-f2bf-a8fca4fd9ad2_PK,PK,955ac493-b2da-90e2-f2bf-a8fca4fd9ad2,"Appleby, Kenneth",Appleby,Kenneth,L,1995-04-10,G,G
beta[1312],-0.3217889596485017,-0.3320391449132971,-1.8404823776918962,1.2164303578209894,81f67e82-04fb-7536-2181-669ac1247363_PK,PK,81f67e82-04fb-7536-2181-669ac1247363,"MacLean, Kyle",MacLean,Kyle,L,1999-04-29,F,C
beta[1313],-1.3892583825323723,-1.3786393080964652,-2.850573003985061,0.06718085116338547,00f266b8-6b50-005b-cde2-3aa1f6d30db3_PK,PK,00f266b8-6b50-005b-cde2-3aa1f6d30db3,"Helgeson, Seth",Helgeson,Seth,L,1990-10-08,D,D
beta[1314],-0.10619607163978145,-0.10930343264075021,-1.9573061416855748,1.7366463516261954,00f266b8-6b50-005b-cde2-3aa1f6d30db3_PP,PP,00f266b8-6b50-005b-cde2-3aa1f6d30db3,"Helgeson, Seth",Helgeson,Seth,L,1990-10-08,D,D
beta[1315],-0.9398810225057035,-0.95031917865941,-2.6660761668518624,0.8125895736118836,73819ce9-d8cf-b983-9994-bf279611d66f_PP,PP,73819ce9-d8cf-b983-9994-bf279611d66f,"Hutton, Grant",Hutton,Grant,R,1995-07-25,D,D
beta[1316],0.3210049054291658,0.3057487049805979,-1.393714534369185,2.0600454485965347,eaf6e42d-fc9b-2620-d315-6f442cf5afa0_PP,PP,eaf6e42d-fc9b-2620-d315-6f442cf5afa0,"Bardreau, Cole",Bardreau,Cole,R,1993-07-22,F,F
beta[1317],0.005248120197107288,1.0576449027945023e-4,-1.8275256667229989,1.8520862902649964,6b15df6f-e4cb-a8f9-2f8f-1985efc31e8d_PP,PP,6b15df6f-e4cb-a8f9-2f8f-1985efc31e8d,"Kubiak, Jeff",Kubiak,Jeff,L,1994-01-18,F,F
beta[1318],-0.00715058570729566,-0.006079103053691736,-1.850641571206463,1.835533802033413,3a10f482-4800-bee5-3045-86b128ec6420_PK,PK,3a10f482-4800-bee5-3045-86b128ec6420,"Rempe, Matthew",Rempe,Matthew,R,2002-06-29,F,C
beta[1319],-0.14924332855406633,-0.13849901499354478,-1.8908232480279956,1.5462075888025384,e9563f4f-7930-e1a6-b216-d97b3048803b_PK,PK,e9563f4f-7930-e1a6-b216-d97b3048803b,"Trivigno, Bobby",Trivigno,Bobby,L,1999-01-19,F,LW
beta[1320],-0.10262221233816657,-0.09300076596172807,-1.9479443321513334,1.6978704359184738,ab173ecf-50c8-bf70-2a27-3f32cb95d28f_PK,PK,ab173ecf-50c8-bf70-2a27-3f32cb95d28f,"Othmann, Brennan",Othmann,Brennan,L,2003-01-05,F,F
beta[1321],0.08442360155549541,0.07939517878918237,-1.6840562323823358,1.8688588009728262,ce8efa65-92ac-016a-bc78-8cb03af0c2f4_PK,PK,ce8efa65-92ac-016a-bc78-8cb03af0c2f4,"Struble, Jayden",Struble,Jayden,L,2001-09-08,D,D
beta[1322],0.4211516141244301,0.4283486141062848,-1.3035584052675742,2.143375950796432,fb7c222c-ebe7-4beb-3638-c0b60a15a0fd_PP,PP,fb7c222c-ebe7-4beb-3638-c0b60a15a0fd,"Chartier, Rourke",Chartier,Rourke,L,1996-04-03,F,F
beta[1323],0.6505998404531281,0.6378940766917307,-0.8833707718889198,2.1699615194179334,5aab5c38-b9ad-5df5-052f-3db3545f7377_PP,PP,5aab5c38-b9ad-5df5-052f-3db3545f7377,"Sogaard, Mads",Sogaard,Mads,L,2000-12-13,G,G
beta[1324],0.658938416390114,0.64729570342603,-1.0621986107715826,2.3910068266331175,ebe4714b-a994-8466-487a-f68dd624f182_PP,PP,ebe4714b-a994-8466-487a-f68dd624f182,"Halliday, Stephen",Halliday,Stephen,L,2002-07-02,F,C
beta[1325],0.28016953737668526,0.277449089446066,-1.5500049382667396,2.0993632793179127,a385df53-a241-ed83-c64f-34d4b4da77da_PK,PK,a385df53-a241-ed83-c64f-34d4b4da77da,"Roy, Joshua",Roy,Joshua,L,2003-08-06,F,LW
beta[1326],1.2361015613992208,1.230659567818379,-0.267011226387714,2.7298914403228625,5aab5c38-b9ad-5df5-052f-3db3545f7377_PK,PK,5aab5c38-b9ad-5df5-052f-3db3545f7377,"Sogaard, Mads",Sogaard,Mads,L,2000-12-13,G,G
beta[1327],0.10623723247362284,0.10317760738361575,-1.6691295725903312,1.868965634078845,2cd11afe-06d7-f761-66be-35ca4a2ccc0e_PK,PK,2cd11afe-06d7-f761-66be-35ca4a2ccc0e,"Sebrango, Donovan",Sebrango,Donovan,L,2002-01-12,D,D
beta[1328],-0.2439741237140921,-0.23044780338746781,-1.9627032757028706,1.4461870653209434,fb7c222c-ebe7-4beb-3638-c0b60a15a0fd_PK,PK,fb7c222c-ebe7-4beb-3638-c0b60a15a0fd,"Chartier, Rourke",Chartier,Rourke,L,1996-04-03,F,F
beta[1329],-0.11474308223905262,-0.11766062961935754,-1.6170130676702519,1.3881038509501598,a385df53-a241-ed83-c64f-34d4b4da77da_PP,PP,a385df53-a241-ed83-c64f-34d4b4da77da,"Roy, Joshua",Roy,Joshua,L,2003-08-06,F,LW
beta[1330],-0.04902567653592248,-0.05271794304572182,-1.9490820457418578,1.8475352929411826,03a7a59b-61cb-6381-2862-5428ea14fc32_PP,PP,03a7a59b-61cb-6381-2862-5428ea14fc32,"Xhekaj, Florian",Xhekaj,Florian,L,2004-06-27,F,C
beta[1331],-0.08659387645180358,-0.08098473337158345,-1.9964714245440773,1.8129972607887568,0582fe49-f4f6-218b-4da2-55131a99a890_PP,PP,0582fe49-f4f6-218b-4da2-55131a99a890,"Tuch, Luke",Tuch,Luke,L,2002-03-07,F,LW
beta[1332],0.02952834915089134,0.03562935611825095,-1.855100909489694,1.9104738435004724,0582fe49-f4f6-218b-4da2-55131a99a890_PK,PK,0582fe49-f4f6-218b-4da2-55131a99a890,"Tuch, Luke",Tuch,Luke,L,2002-03-07,F,LW
beta[1333],-0.014627520188439347,-0.0069737572380649815,-1.9423903635188857,1.8906322998438139,ce8efa65-92ac-016a-bc78-8cb03af0c2f4_PP,PP,ce8efa65-92ac-016a-bc78-8cb03af0c2f4,"Struble, Jayden",Struble,Jayden,L,2001-09-08,D,D
beta[1334],2.532756101489285,2.525629601512176,0.7480810554471102,4.324601803150621,9a673947-843b-c6fd-0b7e-35c0d46cf23f_PK,PK,9a673947-843b-c6fd-0b7e-35c0d46cf23f,"Sokolov, Yegor",Sokolov,Yegor,R,2000-06-07,F,F
beta[1335],-0.9592793677717215,-0.9567952312049355,-2.563668832088901,0.6309195278760797,cb889642-eedd-496a-9c02-563f569c6359_PP,PP,cb889642-eedd-496a-9c02-563f569c6359,"Roos, Filip",Roos,Filip,L,1999-01-05,D,D
beta[1336],-0.11280818848985946,-0.10987552615788387,-1.995702042469838,1.7822686651714517,18661cc1-b9d0-2e30-154e-9ae1b75e54e8_PP,PP,18661cc1-b9d0-2e30-154e-9ae1b75e54e8,"Healey, Josh",Healey,Josh,L,1994-07-12,D,D
beta[1337],-1.5008291279308972,-1.4761646015692094,-3.017719697343424,-0.010016028218459868,cb889642-eedd-496a-9c02-563f569c6359_PK,PK,cb889642-eedd-496a-9c02-563f569c6359,"Roos, Filip",Roos,Filip,L,1999-01-05,D,D
beta[1338],-0.3954118441179951,-0.4057290331311232,-2.1689300667900238,1.3690378645220656,87bd2512-ca41-d650-0517-297bbfc26a41_PP,PP,87bd2512-ca41-d650-0517-297bbfc26a41,"Philp, Luke",Philp,Luke,R,1995-11-06,F,C
